challen_id,challen_name,diff_level
904,904,Medium
905,905,Hard
906,906,Easy
907,907,Hard
908,908,Medium
909,909,Medium
910,910,Hard
911,911,Medium
912,912,Medium
913,913,Medium
914,914,Hard
915,915,Medium
916,916,Medium
917,917,Medium
918,918,Hard
919,919,Hard
920,920,Hard
921,921,Hard
922,922,Hard
923,923,Medium
924,924,Hard
925,925,Hard
926,926,Medium
927,927,Hard
928,928,Medium
929,929,Easy
930,930,Medium
931,931,Medium
932,932,Hard
933,933,Hard
934,934,Easy
935,935,Hard
936,936,Medium
937,937,Medium
938,938,Medium
939,939,Hard
940,940,Easy
941,941,Medium
942,942,Hard
943,943,Hard
944,944,Medium
945,945,Hard
946,946,Hard
947,947,Hard
948,948,Hard
949,949,Medium
950,950,Medium
951,951,Medium
952,952,Easy
953,953,Medium
954,954,Hard
955,955,Hard
956,956,Medium
957,957,Hard
958,958,Medium
959,959,Hard
960,960,Hard
961,961,Medium
962,962,Medium
963,963,Medium
964,964,Medium
965,965,Hard
966,966,Medium
967,967,Hard
968,968,Medium
969,969,Hard
970,970,Medium
971,971,Hard
972,972,Hard
973,973,Hard
974,974,Medium
975,975,Medium
976,976,Medium
977,977,Easy
978,978,Medium
979,979,Medium
980,980,Medium
981,981,Medium
982,982,Medium
983,983,Medium
984,984,Medium
985,985,Hard
986,986,Easy
987,987,Hard
988,988,Medium
989,989,Medium
990,990,Hard
991,991,Hard
992,992,Medium
993,993,Hard
994,994,Hard
995,995,Medium
996,996,Medium
997,997,Hard
998,998,Medium
999,999,Hard
1000,1000,Medium
